INFO:root:Rebuilding indexes due to updated legal_data.json
INFO:sentence_transformers.SentenceTransformer:Use pytorch device_name: cuda
INFO:root:Processing entry 333: part_333
INFO:root:Processing entry 334: part_334
INFO:root:Processing entry 335: part_335
INFO:root:Processing entry 336: part_336
INFO:root:Processing entry 337: part_337
INFO:root:Processing entry 338: part_338
INFO:root:Processing entry 339: part_339
INFO:root:Processing entry 340: part_340
INFO:root:Processing entry 341: part_341
INFO:root:Processing entry 342: part_342
INFO:root:Processing entry 343: part_343
INFO:root:Processing entry 344: part_344
INFO:root:Processing entry 345: part_345
INFO:root:Processing entry 346: part_346
INFO:root:Processing entry 347: part_347
INFO:root:Processing entry 348: part_348
INFO:root:Processing entry 349: part_349
INFO:root:Processing entry 350: part_350
INFO:root:Processing entry 351: part_351
INFO:root:Processing entry 352: part_352
INFO:root:Processing entry 353: part_353
INFO:root:Processing entry 354: part_354
INFO:root:Processing entry 355: part_355
INFO:root:Processing entry 356: part_356
INFO:root:Processing entry 357: part_357
INFO:root:Processing entry 358: part_358
INFO:root:Processing entry 359: part_359
INFO:root:Processing entry 360: part_360
INFO:root:Processing entry 361: part_361
INFO:root:Processing entry 362: part_362
INFO:root:Processing entry 363: part_363
INFO:root:Processing entry 364: part_364
INFO:root:Processing entry 365: part_365
INFO:root:Processing entry 366: part_366
INFO:root:Processing entry 367: part_367
INFO:root:Processing entry 368: part_368
INFO:root:Processing entry 369: part_369
INFO:root:Processing entry 370: part_370
INFO:root:Processing entry 371: part_371
INFO:root:Processing entry 372: part_372
INFO:root:Processing entry 373: part_373
INFO:root:Processing entry 374: part_374
INFO:root:Processing entry 375: part_375
INFO:root:Processing entry 376: part_376
INFO:root:Processing entry 377: part_377
INFO:root:Processing entry 378: part_378
INFO:root:Processing entry 379: part_379
INFO:root:Processing entry 380: part_380
INFO:root:Processing entry 381: part_381
INFO:root:Processing entry 382: part_382
INFO:root:Processing entry 383: part_383
INFO:root:Processing entry 384: part_384
INFO:root:Processing entry 385: part_385
INFO:root:Processing entry 386: part_386
INFO:root:Processing entry 387: part_387
INFO:root:Processing entry 388: part_388
INFO:root:Processing entry 389: part_389
INFO:root:Processing entry 390: part_390
INFO:root:Processing entry 391: part_391
INFO:root:Processing entry 392: part_392
INFO:root:Processing entry 393: part_393
INFO:root:Processing entry 394: part_394
INFO:root:Processing entry 395: part_395
INFO:root:Processing entry 396: part_396
INFO:root:Processing entry 397: part_397
INFO:root:Processing entry 398: part_398
INFO:root:Processing entry 399: part_399
INFO:root:Processing entry 400: part_400
INFO:root:Processing entry 401: part_401
INFO:root:Processing entry 402: part_402
INFO:root:Processing entry 403: part_403
INFO:root:Processing entry 404: part_404
INFO:root:Processing entry 405: part_405
INFO:root:Processing entry 406: part_406
INFO:root:Processing entry 407: part_407
INFO:root:Processing entry 408: part_408
INFO:root:Processing entry 409: part_409
INFO:root:Processing entry 410: part_410
INFO:root:Processing entry 411: part_411
INFO:root:Processing entry 412: part_412
INFO:root:Processing entry 413: part_413
INFO:root:Processing entry 414: part_414
INFO:root:Processing entry 415: part_415
INFO:root:Processing entry 416: part_416
INFO:root:Processing entry 417: part_417
INFO:root:Processing entry 418: part_418
INFO:root:Processing entry 419: part_419
INFO:root:Processing entry 420: part_420
INFO:root:Processing entry 421: part_421
INFO:root:Processing entry 422: part_422
INFO:root:Processing entry 423: part_423
INFO:root:Processing entry 424: part_424
INFO:root:Processing entry 425: part_425
INFO:root:Processing entry 426: part_426
INFO:root:Processing entry 427: part_427
INFO:root:Processing entry 428: part_428
INFO:root:Processing entry 429: part_429
INFO:root:Processing entry 430: part_430
INFO:root:Processing entry 431: part_431
INFO:root:Processing entry 432: part_432
INFO:root:Processing entry 433: part_433
INFO:root:Processing entry 434: part_434
INFO:root:Processing entry 435: part_435
INFO:root:Processing entry 436: part_436
INFO:root:Processing entry 437: part_437
INFO:root:Processing entry 438: part_438
INFO:root:Processing entry 439: part_439
INFO:root:Processing entry 440: part_440
INFO:root:Processing entry 441: part_441
INFO:root:Processing entry 442: part_442
INFO:root:Processing entry 443: part_443
INFO:root:Processing entry 444: part_444
INFO:root:Processing entry 445: part_445
INFO:root:Processing entry 446: part_446
INFO:root:Processing entry 447: part_447
INFO:root:Processing entry 448: part_448
INFO:root:Processing entry 449: part_449
INFO:root:Processing entry 450: part_450
INFO:root:Processing entry 451: part_451
INFO:root:Processing entry 452: part_452
INFO:root:Processing entry 453: part_453
INFO:root:Processing entry 454: part_454
INFO:root:Processing entry 455: part_455
INFO:root:Processing entry 456: part_456
INFO:root:Processing entry 457: part_457
INFO:root:Processing entry 458: part_458
INFO:root:Processing entry 459: part_459
INFO:root:Processing entry 460: part_460
INFO:root:Processing entry 461: part_461
INFO:root:Processing entry 462: part_462
INFO:root:Processing entry 463: part_463
INFO:root:Processing entry 464: part_464
INFO:root:Processing entry 465: part_465
INFO:root:Processing entry 466: part_466
INFO:root:Processing entry 467: part_467
INFO:root:Processing entry 468: part_468
INFO:root:Processing entry 469: part_469
INFO:root:Processing entry 470: part_470
INFO:root:Processing entry 471: part_471
INFO:root:Processing entry 472: part_472
INFO:root:Processing entry 473: part_473
INFO:root:Processing entry 474: part_474
INFO:root:Processing entry 475: part_475
INFO:root:Processing entry 476: part_476
INFO:root:Processing entry 477: part_477
INFO:root:Processing entry 478: part_478
INFO:root:Processing entry 479: part_479
INFO:root:Processing entry 480: part_480
INFO:root:Processing entry 481: part_481
INFO:root:Processing entry 482: part_482
INFO:root:Processing entry 483: part_483
INFO:root:Processing entry 484: part_484
INFO:root:Processing entry 485: part_485
INFO:root:Processing entry 486: part_486
INFO:root:Processing entry 487: part_487
INFO:root:Processing entry 488: part_488
INFO:root:Processing entry 489: part_489
INFO:root:Processing entry 490: part_490
INFO:root:Processing entry 491: part_491
INFO:root:Processing entry 492: part_492
INFO:root:Processing entry 493: part_493
INFO:root:Processing entry 494: part_494
INFO:root:Processing entry 495: part_495
INFO:root:Processing entry 496: part_496
INFO:root:Processing entry 497: part_497
INFO:root:Processing entry 498: part_498
INFO:root:Processing entry 499: part_499
INFO:root:Processing entry 500: part_500
INFO:root:Processing entry 501: part_501
INFO:root:Processing entry 502: part_502
INFO:root:Processing entry 503: part_503
INFO:root:Processing entry 504: part_504
INFO:root:Processing entry 505: part_505
INFO:root:Processing entry 506: part_506
INFO:root:Processing entry 507: part_507
INFO:root:Processing entry 508: part_508
INFO:root:Processing entry 509: part_509
INFO:root:Processing entry 510: part_510
INFO:root:Processing entry 511: part_511
INFO:root:Processing entry 512: part_512
INFO:root:Processing entry 513: part_513
INFO:root:Processing entry 514: part_514
INFO:root:Processing entry 515: part_515
INFO:root:Processing entry 516: part_516
INFO:root:Processing entry 517: part_517
INFO:root:Processing entry 518: part_518
INFO:root:Processing entry 519: part_519
INFO:root:Processing entry 520: part_520
INFO:root:Processing entry 521: part_521
INFO:root:Processing entry 522: part_522
INFO:root:Processing entry 523: part_523
INFO:root:Processing entry 524: part_524
INFO:root:Processing entry 525: part_525
INFO:root:Processing entry 526: part_526
INFO:root:Processing entry 527: part_527
INFO:root:Processing entry 528: part_528
INFO:root:Processing entry 529: part_529
INFO:root:Processing entry 530: part_530
INFO:root:Processing entry 531: part_531
INFO:root:Processing entry 532: part_532
INFO:root:Processing entry 533: part_533
INFO:root:Processing entry 534: part_534
INFO:root:Processing entry 535: part_535
INFO:root:Processing entry 536: part_536
INFO:root:Processing entry 537: part_537
INFO:root:Processing entry 538: part_538
INFO:root:Processing entry 539: part_539
INFO:root:Processing entry 540: part_540
INFO:root:Processing entry 541: part_541
INFO:root:Processing entry 542: part_542
INFO:root:Processing entry 543: part_543
INFO:root:Processing entry 544: part_544
INFO:root:Processing entry 545: part_545
INFO:root:Processing entry 546: part_546
INFO:root:Processing entry 547: part_547
INFO:root:Processing entry 548: part_548
INFO:root:Processing entry 549: part_549
INFO:root:Processing entry 550: part_550
INFO:root:Processing entry 551: part_551
INFO:root:Processing entry 552: part_552
INFO:root:Processing entry 553: part_553
INFO:root:Processing entry 554: part_554
INFO:root:Processing entry 555: part_555
INFO:root:Processing entry 556: part_556
INFO:root:Processing entry 557: part_557
INFO:root:Processing entry 558: part_558
INFO:root:Processing entry 559: part_559
INFO:root:Processing entry 560: part_560
INFO:root:Processing entry 561: part_561
INFO:root:Processing entry 562: part_562
INFO:root:Processing entry 563: part_563
INFO:root:Processing entry 564: part_564
INFO:root:Processing entry 565: part_565
INFO:root:Processing entry 566: part_566
INFO:root:Processing entry 567: part_567
INFO:root:Processing entry 568: part_568
INFO:root:Processing entry 569: part_569
INFO:root:Processing entry 570: part_570
INFO:root:Processing entry 571: part_571
INFO:root:Processing entry 572: part_572
INFO:root:Processing entry 573: part_573
INFO:root:Processing entry 574: part_574
INFO:root:Processing entry 575: part_575
INFO:root:Processing entry 576: part_576
INFO:root:Processing entry 577: part_577
INFO:root:Processing entry 578: part_578
INFO:root:Processing entry 579: part_579
INFO:root:Processing entry 580: part_580
INFO:root:Processing entry 581: part_581
INFO:root:Processing entry 582: part_582
INFO:root:Processing entry 583: part_583
INFO:root:Processing entry 584: part_584
INFO:root:Processing entry 585: part_585
INFO:root:Processing entry 586: part_586
INFO:root:Processing entry 587: part_587
INFO:root:Processing entry 588: part_588
INFO:root:Processing entry 589: part_589
INFO:root:Processing entry 590: part_590
INFO:root:Processing entry 591: part_591
INFO:root:Processing entry 592: part_592
INFO:root:Processing entry 593: part_593
INFO:root:Processing entry 594: part_594
INFO:root:Processing entry 595: part_595
INFO:root:Processing entry 596: part_596
INFO:root:Processing entry 597: part_597
INFO:root:Processing entry 598: part_598
INFO:root:Processing entry 599: part_599
INFO:root:Processing entry 600: part_600
INFO:root:Processing entry 601: part_601
INFO:root:Processing entry 602: part_602
INFO:root:Processing entry 603: part_603
INFO:root:Processing entry 604: part_604
INFO:root:Processing entry 605: part_605
INFO:root:Processing entry 606: part_606
INFO:root:Processing entry 607: part_607
INFO:root:Processing entry 608: part_608
INFO:root:Processing entry 609: part_609
INFO:root:Processing entry 610: part_610
INFO:root:Processing entry 611: part_611
INFO:root:Processing entry 612: part_612
INFO:root:Processing entry 613: part_613
INFO:root:Processing entry 614: part_614
INFO:root:Processing entry 615: part_615
INFO:root:Processing entry 616: part_616
INFO:root:Processing entry 617: part_617
INFO:root:Processing entry 618: part_618
INFO:root:Processing entry 619: part_619
INFO:root:Processing entry 620: part_620
INFO:root:Processing entry 621: part_621
INFO:root:Processing entry 622: part_622
INFO:root:Processing entry 623: part_623
INFO:root:Processing entry 624: part_624
INFO:root:Processing entry 625: part_625
INFO:root:Processing entry 626: part_626
INFO:root:Processing entry 627: part_627
INFO:root:Processing entry 628: part_628
INFO:root:Processing entry 629: part_629
INFO:root:Processing entry 630: part_630
INFO:root:Processing entry 631: part_631
INFO:root:Processing entry 632: part_632
INFO:root:Processing entry 633: part_633
INFO:root:Processing entry 634: part_634
INFO:root:Processing entry 635: part_635
INFO:root:Processing entry 636: part_636
INFO:root:Processing entry 637: part_637
INFO:root:Processing entry 638: part_638
INFO:root:Processing entry 639: part_639
INFO:root:Processing entry 640: part_640
INFO:root:Processing entry 641: part_641
INFO:root:Processing entry 642: part_642
INFO:root:Processing entry 643: part_643
INFO:root:Processing entry 644: part_644
INFO:root:Processing entry 645: part_645
INFO:root:Processing entry 646: part_646
INFO:root:Processing entry 647: part_647
INFO:root:Processing entry 648: part_648
INFO:root:Processing entry 649: part_649
INFO:root:Processing entry 650: part_650
INFO:root:Processing entry 651: part_651
INFO:root:Processing entry 652: part_652
INFO:root:Processing entry 653: part_653
INFO:root:Processing entry 654: part_654
INFO:root:Processing entry 655: part_655
INFO:root:Processing entry 656: part_656
INFO:root:Processing entry 657: part_657
INFO:root:Processing entry 658: part_658
INFO:root:Processing entry 659: part_659
INFO:root:Processing entry 660: part_660
INFO:root:Processing entry 661: part_661
INFO:root:Processing entry 662: part_662
INFO:root:Processing entry 663: part_663
INFO:root:Processing entry 664: part_664
INFO:root:Processing entry 665: part_665
INFO:root:Processing entry 666: part_666
INFO:root:Processing entry 667: part_667
INFO:root:Processing entry 668: part_668
INFO:root:Processing entry 669: part_669
INFO:root:Processing entry 670: part_670
INFO:root:Processing entry 671: part_671
INFO:root:Processing entry 672: part_672
INFO:root:Processing entry 673: part_673
INFO:root:Processing entry 674: part_674
INFO:root:Processing entry 675: part_675
INFO:root:Processing entry 676: part_676
INFO:root:Processing entry 677: part_677
INFO:root:Processing entry 678: part_678
INFO:root:Processing entry 679: part_679
INFO:root:Processing entry 680: part_680
INFO:root:Processing entry 681: part_681
INFO:root:Processing entry 682: part_682
INFO:root:Processing entry 683: part_683
INFO:root:Processing entry 684: part_684
INFO:root:Processing entry 685: part_685
INFO:root:Processing entry 686: part_686
INFO:root:Processing entry 687: part_687
INFO:root:Processing entry 688: part_688
INFO:root:Processing entry 689: part_689
INFO:root:Processing entry 690: part_690
INFO:root:Processing entry 691: part_691
INFO:root:Processing entry 692: part_692
INFO:root:Processing entry 693: part_693
INFO:root:Processing entry 694: part_694
INFO:root:Processing entry 695: part_695
INFO:root:Processing entry 696: part_696
INFO:root:Processing entry 697: part_697
INFO:root:Processing entry 698: part_698
INFO:root:Processing entry 699: part_699
INFO:root:Processing entry 700: part_700
INFO:root:Processing entry 701: part_701
INFO:root:Processing entry 702: part_702
INFO:root:Processing entry 703: part_703
INFO:root:Processing entry 704: part_704
INFO:root:Processing entry 705: part_705
INFO:root:Processing entry 706: part_706
INFO:root:Processing entry 707: part_707
INFO:root:Processing entry 708: part_708
INFO:root:Processing entry 709: part_709
INFO:root:Processing entry 710: part_710
INFO:root:Processing entry 711: part_711
INFO:root:Processing entry 712: part_712
INFO:root:Processing entry 713: part_713
INFO:root:Processing entry 714: part_714
INFO:root:Processing entry 715: part_715
INFO:root:Processing entry 716: part_716
INFO:root:Processing entry 717: part_717
INFO:root:Processing entry 718: part_718
INFO:root:Processing entry 719: part_719
INFO:root:Processing entry 720: part_720
INFO:root:Processing entry 721: part_721
INFO:root:Processing entry 722: part_722
INFO:root:Processing entry 723: part_723
INFO:root:Processing entry 724: part_724
INFO:root:Processing entry 725: part_725
INFO:root:Processing entry 726: part_726
INFO:root:Processing entry 727: part_727
INFO:root:Processing entry 728: part_728
INFO:root:Processing entry 729: part_729
INFO:root:Processing entry 730: part_730
INFO:root:Processing entry 731: part_731
INFO:root:Processing entry 732: part_732
INFO:root:Processing entry 733: part_733
INFO:root:Processing entry 734: part_734
INFO:root:Processing entry 735: part_735
INFO:root:Processing entry 736: part_736
INFO:root:Processing entry 737: part_737
INFO:root:Processing entry 738: part_738
INFO:root:Processing entry 739: part_739
INFO:root:Processing entry 740: part_740
INFO:root:Processing entry 741: part_741
INFO:root:Processing entry 742: part_742
INFO:root:Processing entry 743: part_743
INFO:root:Processing entry 744: part_744
INFO:root:Processing entry 745: part_745
INFO:root:Processing entry 746: part_746
INFO:root:Processing entry 747: part_747
INFO:root:Processing entry 748: part_748
INFO:root:Processing entry 749: part_749
INFO:root:Processing entry 750: part_750
INFO:root:Processing entry 751: part_751
INFO:root:Processing entry 752: part_752
INFO:root:Processing entry 753: part_753
INFO:root:Processing entry 754: part_754
INFO:root:Processing entry 755: part_755
INFO:root:Processing entry 756: part_756
INFO:root:Processing entry 757: part_757
INFO:root:Processing entry 758: part_758
INFO:root:Processing entry 759: part_759
INFO:root:Processing entry 760: part_760
INFO:root:Processing entry 761: part_761
INFO:root:Processing entry 762: part_762
INFO:root:Processing entry 763: part_763
INFO:root:Processing entry 764: part_764
INFO:root:Processing entry 765: part_765
INFO:root:Processing entry 766: part_766
